gender,age,stress_experience,heartbeat_palpitations,anxiety_tension,sleep_problems,restlessness,headaches,irritability,concentration_problems,sadness_low_mood,health_issues,loneliness_isolation,academic_overload,peer_competition,relationship_stress,professor_difficulties,work_environment,lack_relaxation_time,home_environment,low_academic_confidence,subject_confidence,academic_conflicts,class_attendance,weight_changes,stress_type
1,21,4,3,2,1,1,2,2,2,2,1,5,1,1,1,4,1,2,1,3,3,4,2,1,1
1,19,3,3,2,2,3,3,2,2,3,4,2,3,4,2,1,2,3,2,2,2,3,2,1,1
0,19,2,1,3,4,3,4,4,3,3,4,4,4,4,2,3,2,4,2,1,1,1,4,4,1
1,21,2,2,3,3,1,1,2,3,2,3,1,1,2,2,2,3,2,1,1,1,4,4,4,1
0,15,4,3,2,3,4,1,2,2,1,2,1,1,2,1,5,1,1,1,5,4,3,3,4,1
1,19,5,4,4,3,2,1,1,4,1,1,3,5,5,5,5,5,5,1,4,3,1,5,3,1
1,19,5,5,5,5,5,5,5,3,4,4,4,3,3,2,1,2,4,1,2,2,3,1,2,1
1,19,2,1,1,3,4,2,1,2,1,2,1,1,1,1,2,1,1,4,1,1,1,3,1,2
0,21,2,2,5,5,5,5,1,4,2,3,1,1,1,1,2,3,5,2,2,1,1,3,2,1
0,20,3,3,1,1,2,1,3,1,2,5,3,2,3,3,4,2,1,2,3,4,5,4,1,1
0,18,2,5,4,3,3,3,3,1,1,3,2,5,3,3,3,5,5,3,3,4,1,4,2,1
0,18,2,2,2,4,4,4,4,1,1,1,2,1,2,3,1,2,2,4,2,2,3,5,5,1
1,19,3,4,2,1,1,3,2,4,2,3,5,2,1,5,4,2,1,1,5,3,1,3,3,1
0,19,2,5,1,2,2,3,5,3,2,1,2,3,3,4,1,2,3,2,2,2,2,4,2,1
1,19,3,2,3,4,3,3,3,3,4,1,1,3,3,3,4,2,1,5,5,4,3,3,2,1
1,20,2,1,5,3,1,1,1,1,2,1,1,4,2,2,3,4,3,1,3,5,4,4,2,1
0,18,1,2,1,2,1,1,1,1,1,1,3,2,2,4,3,5,3,2,3,3,2,4,2,1
0,20,3,4,2,4,2,3,3,3,3,3,1,2,3,2,3,1,3,2,2,5,3,1,2,1
1,19,5,4,3,1,3,1,1,1,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,1
0,18,5,5,1,2,2,3,5,3,2,1,2,3,3,4,1,2,3,2,2,2,2,1,2,1
0,18,5,5,3,4,4,3,2,1,1,4,1,1,3,5,5,5,5,5,5,1,4,3,2,1
0,20,3,2,2,3,2,4,3,3,2,4,4,4,2,2,3,4,2,3,2,3,5,3,4,1
0,19,4,4,3,1,3,2,1,2,2,3,1,3,1,3,2,4,1,1,1,5,5,4,4,1
0,19,3,2,3,2,4,4,3,5,5,5,3,1,1,2,2,1,3,3,1,3,2,2,4,1
0,20,4,1,1,3,2,3,3,3,3,3,2,1,3,2,3,1,2,2,3,4,4,3,4,1
1,19,5,5,5,5,5,5,5,3,4,4,4,3,3,2,1,2,4,1,2,2,3,1,2,1
1,19,1,2,1,2,1,2,5,3,4,3,2,2,2,2,1,1,1,1,1,3,5,5,3,1
0,18,3,2,2,3,2,3,4,1,1,1,1,2,3,1,4,2,1,3,5,4,4,1,2,1
0,17,1,1,2,5,3,3,2,1,2,3,5,3,3,3,3,3,4,3,3,4,2,5,3,1
0,21,4,4,4,4,4,4,3,5,3,4,5,4,2,3,3,3,3,4,4,2,1,5,2,1
1,20,3,2,4,4,4,3,3,2,2,1,1,5,2,1,1,5,4,2,5,2,3,2,1,1
1,20,3,4,2,2,2,2,2,2,4,1,5,1,5,4,1,3,4,2,2,3,2,2,2,1
0,20,5,5,5,4,5,2,2,2,1,5,1,1,1,4,2,3,4,2,5,2,5,5,5,1
0,20,4,3,4,2,4,4,2,4,4,4,2,3,2,4,2,1,1,3,1,2,1,3,2,1
1,20,4,2,3,5,5,2,2,3,3,2,3,4,2,5,2,3,2,2,2,3,5,3,3,1
1,18,1,1,4,4,3,3,1,1,2,3,2,5,5,5,5,5,5,5,5,5,3,3,2,1
0,19,3,4,5,2,1,1,2,4,3,2,1,3,1,3,2,2,1,1,2,2,2,4,4,1
0,20,2,4,4,5,3,1,2,3,1,1,2,1,3,1,3,2,2,2,2,2,4,1,2,1
0,18,3,3,4,3,3,2,3,3,3,2,1,1,5,3,2,2,3,1,3,1,1,5,3,1
0,41,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,3,1,3,2,4,2,2
1,19,2,2,3,2,2,1,1,1,1,1,2,3,3,1,2,3,1,3,5,5,2,4,2,1
1,19,1,2,1,2,1,2,5,3,4,3,2,2,2,2,1,1,1,1,1,3,5,5,3,1
1,19,2,2,1,2,4,3,4,2,3,3,3,3,3,3,1,2,4,1,1,1,1,3,3,1
0,19,2,2,3,3,4,1,3,1,2,2,3,2,2,3,1,2,3,2,4,4,3,3,4,1
0,19,1,2,3,2,3,1,5,1,2,1,1,3,2,4,4,4,2,2,1,2,2,3,2,1
0,18,3,2,2,4,4,4,4,1,1,1,2,1,2,3,1,2,2,4,2,2,2,1,2,1
0,21,3,5,5,5,5,5,5,1,5,2,5,3,5,2,5,5,5,1,3,2,1,3,3,0
0,19,5,4,4,5,3,1,2,3,1,1,2,1,3,1,3,2,2,2,2,2,3,2,3,1
1,20,3,2,2,2,2,1,1,1,3,3,1,1,2,1,5,1,2,1,2,3,4,3,2,1
0,18,3,2,2,4,4,4,2,3,2,4,2,1,1,2,1,1,1,3,3,1,3,3,3,1
0,17,1,1,2,5,3,3,2,1,2,3,5,3,3,3,3,3,4,3,3,4,2,5,3,1
0,21,4,2,1,2,3,1,3,3,2,2,1,2,1,3,3,1,3,2,2,2,2,2,2,1
0,21,3,4,4,4,2,3,2,1,2,2,1,1,2,1,2,3,2,5,4,3,2,3,3,1
1,20,4,3,2,1,1,3,1,3,2,3,3,4,4,2,3,2,4,1,2,3,5,3,4,1
1,20,4,4,2,2,1,4,5,3,1,3,1,1,1,5,3,1,1,4,4,3,2,3,5,1
1,21,4,2,1,2,2,2,1,1,3,3,4,4,3,3,4,4,1,2,2,3,2,2,2,1
0,20,5,4,5,5,2,3,1,3,2,2,5,3,4,3,4,4,5,5,1,5,5,5,1,0
1,19,2,1,1,2,2,3,3,1,1,1,1,1,1,2,1,2,1,1,1,1,3,5,1,2
0,19,3,3,1,1,1,2,3,3,2,3,2,3,3,2,3,3,3,3,3,4,2,5,2,1
0,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
1,21,3,4,1,4,4,3,2,3,4,4,4,3,3,3,3,3,1,2,3,2,3,1,2,1
0,19,1,1,1,5,3,1,3,5,4,2,1,3,4,3,3,3,4,4,1,2,1,4,2,1
0,22,2,3,4,2,2,4,4,2,4,4,4,2,3,4,3,4,2,2,3,4,1,5,4,1
0,19,2,2,5,5,5,1,1,2,1,1,1,2,1,1,1,2,1,4,1,2,4,3,3,1
1,20,5,3,2,2,3,3,4,5,5,5,2,3,4,1,2,3,2,3,4,3,3,3,1,1
0,19,2,2,5,5,5,1,1,2,1,2,5,1,1,1,1,5,1,4,1,2,4,3,3,1
1,20,3,2,3,4,4,4,4,5,4,5,5,1,1,3,1,1,2,3,4,3,3,3,2,1
0,20,3,4,2,4,3,3,2,2,2,2,1,1,1,1,3,2,1,1,1,1,3,4,4,1
0,20,3,2,2,3,1,4,4,1,2,1,1,3,3,1,1,4,1,1,2,3,2,2,2,1
0,19,2,1,3,2,2,3,3,1,4,3,2,4,3,1,3,2,3,1,2,2,3,1,2,1
0,15,2,2,3,3,3,5,5,5,5,5,3,4,4,4,3,3,2,1,2,4,1,3,1,1
0,19,4,4,2,3,2,2,3,4,3,5,2,4,1,2,3,1,1,2,1,2,4,3,3,1
0,21,5,4,2,2,1,4,2,4,3,1,2,1,3,1,2,1,1,1,3,3,4,4,4,1
0,17,4,4,2,3,1,1,4,1,1,3,5,5,5,5,5,5,1,4,3,2,2,5,2,1
0,19,3,2,1,2,2,3,3,4,4,3,1,1,1,1,2,2,1,2,1,1,2,3,1,1
1,19,2,2,4,3,5,3,2,1,2,4,4,1,1,1,4,2,5,1,1,1,1,3,1,1
0,19,3,2,1,2,2,2,1,3,1,1,1,3,5,2,2,2,1,1,1,3,2,3,1,2
0,20,4,3,5,4,5,5,3,4,4,4,4,2,2,2,2,3,4,3,3,4,4,3,3,1
0,20,3,2,1,1,3,2,1,2,3,2,1,2,4,1,2,1,2,2,2,2,3,2,1,2
1,19,2,2,3,2,3,3,3,3,2,2,3,4,2,2,3,4,4,2,5,4,1,3,2,1
0,19,1,1,1,5,5,5,5,5,1,1,4,3,1,1,1,2,1,1,2,1,1,1,1,1
1,20,3,4,3,3,2,2,5,5,4,4,1,1,2,1,2,5,1,1,1,1,1,5,3,1
1,20,3,2,2,3,2,4,3,1,3,2,3,1,2,2,3,4,3,3,2,3,5,3,4,1
0,21,3,3,4,3,2,2,3,5,3,2,3,1,3,2,3,1,3,3,4,3,4,5,3,1
0,19,4,4,4,2,1,2,2,3,2,1,2,3,4,2,2,3,5,2,4,3,4,3,3,1
1,20,4,3,2,1,1,1,1,2,4,3,4,4,4,3,4,4,4,2,3,5,1,3,1,1
0,19,4,5,4,1,4,2,4,3,3,2,3,2,5,1,2,1,5,1,2,2,2,4,1,1
0,22,3,1,4,2,1,3,5,4,2,1,3,4,3,3,3,4,4,1,2,2,4,2,5,1
0,19,2,3,3,2,4,4,3,2,3,3,4,4,2,3,2,4,3,3,2,2,2,5,2,1
0,19,4,3,4,5,4,2,1,1,4,2,4,3,3,2,2,3,2,2,2,3,3,4,4,1
0,19,2,2,3,1,2,1,1,2,2,3,2,1,2,3,2,5,4,3,1,1,2,2,1,1
0,15,2,2,3,3,3,5,5,5,5,5,3,4,4,4,3,3,2,1,2,4,1,3,1,1
0,18,4,5,2,5,3,2,2,1,1,2,1,1,2,2,2,2,1,5,3,1,4,5,2,1
1,18,2,4,1,2,2,3,2,3,5,2,2,2,1,1,3,2,3,3,1,1,2,1,2,1
0,18,2,1,4,3,3,3,3,3,3,2,1,3,2,3,1,2,2,3,2,2,3,5,2,1
0,20,5,2,2,2,3,2,1,1,1,1,1,5,2,2,3,2,2,1,1,1,1,4,1,1
0,32,4,3,1,3,2,1,1,1,2,5,1,1,1,1,1,2,1,1,4,1,3,2,4,1
1,20,3,4,3,3,2,2,5,5,4,4,1,1,2,1,2,5,1,1,1,1,1,5,3,1
0,19,3,4,1,2,2,1,2,1,1,1,1,4,1,1,1,2,3,1,3,3,2,3,3,1
0,19,3,2,4,3,2,3,1,2,2,3,4,1,1,3,3,3,4,2,1,5,5,4,4,1
0,22,4,3,4,1,1,1,3,1,4,1,2,5,4,3,4,3,2,2,1,5,1,1,4,1
1,17,4,3,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,3,3,4,4,2,4,0
0,18,2,1,4,3,3,3,3,3,3,2,1,3,2,3,1,2,2,3,2,2,3,5,2,1
0,19,4,4,4,3,4,1,3,4,2,1,3,4,4,4,2,3,4,3,3,3,3,5,3,1
0,22,2,3,1,2,3,4,2,3,4,1,3,2,5,4,4,2,3,3,4,2,1,3,2,1
1,22,3,4,5,5,5,5,5,1,1,4,2,5,4,1,3,2,3,4,5,4,1,5,4,0
0,19,2,3,2,2,2,1,3,1,3,1,4,3,2,1,2,5,4,3,1,4,4,2,2,1
1,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
1,14,2,2,1,1,1,4,4,4,3,5,4,3,3,4,3,1,3,5,5,2,1,5,1,1
0,21,1,2,1,2,2,3,4,3,3,4,2,2,3,2,2,2,2,1,3,2,2,2,2,1
0,21,1,2,3,3,3,3,3,4,1,1,2,4,3,1,2,3,1,1,3,3,2,2,2,1
0,19,1,1,1,5,3,5,1,1,1,1,1,5,1,3,1,2,1,1,2,1,1,4,2,2
0,19,2,2,2,1,2,2,5,4,3,4,3,2,2,4,1,1,1,2,3,2,4,1,3,1
1,19,2,2,1,3,2,4,4,3,5,5,5,3,1,3,3,2,3,3,4,2,4,3,3,1
0,20,5,2,2,2,3,2,1,1,1,1,1,5,2,2,3,2,2,1,1,1,1,4,1,1
0,21,3,3,2,2,3,2,2,1,2,2,3,2,3,3,2,1,1,1,1,1,2,4,3,1
1,19,2,2,3,3,2,1,2,5,4,3,1,3,2,2,3,2,2,3,4,3,2,2,1,1
1,20,2,3,3,1,1,2,1,2,1,2,3,1,1,1,2,1,2,1,1,2,4,4,2,2
1,19,4,5,4,2,2,2,1,2,5,3,2,3,2,2,2,1,1,3,5,2,1,3,2,1
1,18,4,3,4,5,2,1,4,3,4,4,4,4,2,2,2,2,3,4,3,1,2,3,2,1
0,19,4,5,3,5,1,1,2,3,2,3,3,4,4,4,2,4,4,3,1,5,2,4,3,1
1,20,5,4,2,1,2,3,2,3,4,4,1,4,4,1,1,1,1,2,2,2,1,3,1,1
1,19,3,3,2,2,3,3,2,2,3,4,2,3,4,2,1,2,3,2,2,2,3,2,1,1
1,21,3,3,4,3,2,2,3,5,2,1,3,2,4,1,2,4,3,3,4,3,4,5,3,1
1,21,3,4,1,4,4,5,3,3,3,3,2,3,5,3,3,3,1,2,3,2,3,1,2,1
1,19,1,2,3,2,1,2,3,4,2,2,3,2,2,2,3,2,3,1,1,3,4,3,3,1
0,21,2,2,1,1,1,5,5,5,3,4,4,4,3,3,2,1,2,4,1,2,1,4,1,1
0,19,1,3,4,3,3,3,4,4,1,3,1,1,2,1,1,1,2,2,2,2,2,2,4,1
1,19,2,3,1,1,3,4,4,4,3,4,1,2,3,2,3,4,3,2,3,2,3,3,2,1
0,20,5,4,3,4,3,4,4,4,2,3,4,3,2,1,2,2,1,4,3,5,4,5,1,1
0,19,4,2,2,5,4,3,4,2,5,4,3,1,2,2,3,2,1,2,1,1,1,1,1,1
0,21,3,3,3,1,1,2,2,3,4,3,2,3,2,3,2,3,2,1,4,4,4,3,4,1
0,20,3,2,3,1,1,4,2,2,2,1,1,4,2,4,3,3,2,2,3,2,2,2,1,1
0,19,2,2,3,2,3,3,3,3,5,4,3,1,2,2,3,2,4,2,5,4,1,3,2,1
1,18,3,4,2,3,4,2,4,4,3,1,5,3,5,1,1,1,1,1,2,3,3,2,1,1
0,21,4,2,3,2,1,5,4,3,3,4,4,3,3,2,3,3,3,2,1,1,5,4,3,1
1,21,4,4,4,4,4,5,5,5,1,5,2,5,3,5,2,5,5,5,1,3,5,4,3,0
1,19,3,4,3,5,4,1,1,1,2,1,2,1,1,1,1,2,4,4,3,3,3,3,1,1
1,20,2,2,2,3,2,2,2,3,2,3,1,1,1,1,2,3,1,1,1,2,3,4,2,1
0,19,2,2,5,5,5,1,1,2,1,1,1,2,1,1,1,2,1,4,1,2,4,3,3,1
0,20,5,2,4,1,4,5,4,2,2,2,2,3,2,1,3,2,3,2,2,3,2,4,2,1
1,22,2,4,3,3,4,1,4,1,2,2,2,3,3,2,3,4,2,5,2,1,3,3,3,1
1,19,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,0
1,21,4,2,3,1,2,2,1,3,4,4,1,3,3,2,1,1,1,1,2,3,4,4,2,1
0,20,2,2,1,4,4,3,4,1,3,4,2,1,3,4,4,4,2,3,4,3,3,3,2,1
0,20,2,2,1,3,2,3,1,2,2,3,4,3,3,3,2,2,4,1,1,1,3,4,2,1
1,20,3,3,3,3,2,1,2,4,4,3,3,2,2,3,2,4,4,4,2,2,3,3,2,1
1,19,5,3,1,3,2,3,2,1,1,5,3,3,3,3,2,3,5,3,1,3,3,3,4,1
0,19,5,2,3,2,1,1,1,1,1,5,2,2,3,2,2,1,1,1,1,4,5,5,5,1
1,20,4,5,2,1,2,3,3,3,3,4,1,1,3,3,3,4,2,1,5,1,3,5,4,1
0,17,2,3,2,3,1,3,4,4,4,3,3,3,3,3,1,2,3,2,3,2,4,4,4,1
1,20,2,2,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,5,3,1
0,18,4,2,3,3,2,2,3,1,1,2,1,3,1,2,5,3,2,3,3,4,1,4,2,1
0,18,5,5,5,4,5,4,4,4,5,4,5,5,1,1,3,1,1,2,5,5,5,3,5,0
0,21,5,4,2,3,5,3,2,2,2,2,3,5,4,2,5,4,3,1,2,4,5,4,1,1
0,19,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,2
0,15,4,3,5,3,3,3,3,3,2,2,5,4,3,3,3,3,1,3,5,4,3,3,4,1
0,19,4,5,4,1,4,2,4,3,3,2,3,2,5,1,2,1,5,1,2,2,2,4,1,1
1,19,4,3,3,3,4,1,2,4,3,3,1,3,4,4,3,1,2,3,2,3,3,3,4,1
0,19,2,3,3,2,4,3,3,3,3,2,2,5,4,3,3,3,3,1,3,5,2,4,1,1
0,21,3,4,4,1,2,3,4,4,4,4,5,4,5,5,1,1,3,1,1,2,3,4,2,1
0,14,2,2,1,1,1,1,1,1,2,1,1,2,3,3,3,3,3,4,3,4,1,5,1,1
1,19,2,2,3,3,2,1,2,5,4,3,1,3,2,2,3,2,2,3,4,3,2,2,1,1
1,19,1,1,1,1,1,1,3,2,1,2,3,3,2,3,3,2,4,2,2,1,1,1,2,2
1,17,4,3,5,3,4,2,3,1,3,2,3,1,2,2,5,4,3,4,3,2,2,5,2,1
0,19,4,4,4,2,1,3,2,2,5,5,5,1,5,3,2,1,2,4,2,1,3,1,1,1
0,41,2,1,4,2,4,1,1,4,3,3,1,3,3,1,1,2,1,5,1,2,2,4,2,1
1,17,2,4,3,3,2,2,4,3,1,1,2,2,1,1,1,1,1,1,2,3,2,4,3,1
1,21,1,1,1,2,1,4,5,5,2,3,1,3,2,2,5,3,3,1,1,1,5,4,1,1
0,19,3,2,1,2,3,4,4,3,3,5,4,1,4,1,1,2,3,2,2,2,3,2,2,1
0,20,3,3,4,4,4,2,1,2,2,2,1,1,1,1,3,2,1,2,2,1,1,1,4,1
0,21,4,3,3,4,2,2,3,2,3,3,1,1,2,1,2,2,4,1,3,2,2,1,3,1
0,20,3,4,4,2,3,1,1,1,1,5,4,1,1,5,1,2,1,1,4,3,1,4,1,1
1,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
1,20,2,2,1,3,2,4,3,2,1,4,1,2,1,4,1,2,3,1,4,3,4,1,3,1
1,19,3,4,2,3,2,2,3,4,3,4,4,1,2,2,3,4,1,1,3,2,2,5,5,1
1,21,4,3,4,2,2,3,3,4,3,2,2,2,3,4,3,4,2,2,3,4,2,3,1,1
0,19,5,4,3,4,3,1,2,1,4,2,4,3,1,2,3,1,4,1,1,1,1,3,3,1
0,18,3,4,5,1,2,1,4,3,3,4,3,3,5,4,4,4,3,3,2,3,3,2,2,1
0,19,2,1,3,4,3,4,4,3,3,4,4,4,4,2,3,2,4,2,1,1,1,4,4,1
0,20,4,3,2,4,2,5,1,3,4,2,3,3,4,2,1,3,5,2,1,1,3,5,4,1
1,21,4,1,4,4,3,5,3,4,5,4,2,3,3,3,3,4,4,3,5,3,3,3,4,1
1,18,3,3,2,4,3,1,1,4,5,4,2,2,4,2,2,1,3,5,2,2,5,5,2,1
0,41,2,1,4,4,3,3,1,3,3,1,1,4,2,5,2,2,3,5,3,4,2,4,2,1
1,20,4,2,2,4,1,4,5,4,2,2,2,3,1,1,3,2,1,2,3,2,1,4,2,1
0,19,4,5,2,4,5,4,4,4,4,4,3,1,1,1,1,2,2,2,1,3,4,5,2,1
0,18,3,4,2,2,2,3,3,4,4,1,3,1,1,2,1,1,1,2,2,2,5,4,4,1
0,19,3,4,1,3,3,4,2,3,3,3,1,1,3,2,5,3,3,3,5,5,3,3,3,1
1,18,3,3,4,3,2,2,4,1,2,3,4,4,2,3,4,4,4,2,2,2,2,4,3,1
0,18,1,1,4,2,2,2,1,2,4,3,1,3,2,3,2,3,3,2,2,4,4,4,1,1
1,20,3,2,3,2,2,2,2,3,2,4,3,3,2,4,4,4,2,2,3,4,4,3,2,1
0,20,4,3,2,1,4,2,2,4,4,4,2,1,2,1,1,2,1,5,1,1,5,1,5,1
0,20,1,2,1,2,1,1,4,2,3,3,4,4,2,3,2,4,3,3,2,5,2,3,2,1
0,19,1,3,2,5,5,5,5,5,5,5,1,4,2,3,1,1,1,2,2,1,2,3,2,1
0,19,2,2,2,3,3,2,4,3,3,3,3,2,2,5,4,3,3,3,3,1,3,5,3,1
0,20,5,2,5,3,3,3,1,2,1,1,4,4,1,1,4,4,1,1,1,1,5,1,3,1
1,21,4,2,1,2,2,1,1,2,3,2,2,3,3,2,2,1,1,1,1,2,4,4,2,1
0,21,1,1,2,1,2,1,4,5,3,1,3,1,2,3,2,2,2,2,1,3,5,3,1,1
0,22,4,3,4,1,1,1,3,1,4,1,2,5,4,3,4,3,2,2,1,5,1,1,4,1
0,19,4,4,4,2,1,2,2,3,2,1,2,3,4,2,2,3,5,2,4,3,4,3,3,1
0,22,3,2,2,3,1,1,1,1,2,3,1,3,1,1,2,2,2,2,1,5,2,4,2,1
0,20,4,2,2,2,3,2,1,2,4,3,1,2,1,4,1,2,3,4,4,1,4,4,3,1
1,18,2,3,1,2,1,4,2,4,3,1,2,3,1,4,1,1,1,1,3,2,2,2,4,1
0,19,3,4,3,3,2,1,1,1,2,5,1,1,1,1,2,1,1,5,1,5,3,5,3,1
0,20,5,2,3,3,4,1,3,1,2,2,3,2,2,3,1,2,3,2,4,4,2,2,1,1
1,19,3,4,4,5,3,1,3,1,3,2,3,3,4,4,2,3,2,4,1,2,3,5,3,1
1,20,2,1,1,4,2,4,2,1,2,3,2,2,2,1,2,3,3,3,2,3,2,4,1,1
0,18,3,2,1,4,2,2,4,4,4,2,1,2,1,1,2,1,5,1,1,1,3,3,3,1
1,19,3,4,1,1,2,2,5,4,3,1,1,2,1,3,1,2,5,3,2,3,1,1,1,1
0,20,4,4,2,5,3,4,2,5,3,4,2,3,3,3,3,3,3,3,3,3,4,4,4,1
1,18,4,2,3,2,2,3,5,4,2,5,1,3,1,2,2,1,2,2,3,3,2,4,3,1
0,21,3,4,2,3,5,3,2,2,2,2,3,5,4,2,5,4,3,1,2,4,2,2,2,1
1,20,1,2,1,2,1,1,1,1,1,1,3,2,2,4,3,5,3,2,3,3,2,3,2,1
1,20,3,2,4,4,4,3,3,2,2,3,2,2,3,3,2,3,4,2,5,2,3,2,1,1
0,14,2,2,1,4,2,3,5,3,2,2,2,2,3,5,4,2,5,4,3,1,2,4,1,1
0,15,4,3,2,3,4,1,2,3,3,2,3,3,3,3,1,1,1,2,5,4,3,3,4,1
1,20,4,3,2,1,1,3,1,3,2,3,3,4,4,2,3,2,4,1,2,3,5,3,4,1
1,20,4,2,3,5,5,2,2,3,2,3,2,1,2,3,2,1,2,2,2,3,5,3,3,1
0,21,2,1,1,2,5,2,1,2,2,3,5,4,5,2,2,4,4,3,2,2,2,3,2,1
0,18,2,1,5,3,1,3,1,1,1,5,3,1,1,1,1,5,3,1,3,2,1,1,3,1
1,19,2,2,3,2,3,2,1,3,1,3,1,1,2,3,2,1,2,1,1,2,2,1,1,2
1,19,3,2,3,4,3,3,3,3,4,1,1,3,3,3,4,2,1,5,5,4,3,3,2,1
0,19,1,1,1,5,5,5,5,5,1,1,4,3,1,1,1,2,1,1,2,1,1,1,1,1
1,20,5,3,2,2,3,3,3,4,3,1,3,5,5,3,2,3,2,3,4,3,3,3,1,1
0,21,4,4,4,4,4,4,3,5,3,4,5,4,2,3,3,3,3,4,4,2,1,5,2,1
0,21,3,4,4,1,2,3,4,4,4,4,5,4,5,5,1,1,3,1,1,2,3,4,2,1
0,20,4,2,5,3,5,1,3,3,2,4,3,3,3,2,2,4,1,1,1,4,4,4,3,1
1,21,2,2,3,3,1,1,2,3,2,3,1,1,2,2,2,3,2,1,1,1,4,4,4,1
0,18,3,2,2,3,2,3,4,1,1,1,1,2,3,1,4,2,1,3,5,4,4,1,2,1
0,18,3,2,4,4,5,2,1,5,5,5,3,1,1,1,5,1,2,1,1,3,2,2,1,1
0,19,4,5,2,4,5,4,4,4,4,4,3,1,1,1,1,2,2,2,1,3,4,5,2,1
0,20,5,4,2,5,3,3,2,2,3,3,2,2,3,4,2,3,2,4,1,4,5,4,3,1
0,19,4,2,3,2,1,1,3,2,3,3,1,2,3,3,2,2,1,1,1,1,1,4,4,1
0,20,3,2,3,4,2,5,5,4,3,3,5,3,3,3,1,2,3,2,1,1,2,5,3,1
1,20,1,1,2,2,2,3,3,3,3,3,1,4,4,4,3,3,3,2,5,5,2,4,1,1
1,20,3,2,2,2,2,1,5,3,3,3,3,2,3,5,3,1,3,5,2,2,3,2,1,1
1,36,3,2,1,1,3,5,4,5,5,3,4,4,4,4,2,2,2,2,3,4,3,3,3,1
1,21,4,1,4,4,3,5,3,4,5,4,2,3,3,3,3,4,4,3,5,3,3,3,4,1
0,19,5,5,5,2,3,3,1,5,4,2,1,3,2,3,1,2,2,3,4,3,5,3,1,1
1,17,4,3,5,3,4,2,3,1,3,2,3,1,2,2,5,4,3,4,3,2,2,5,2,1
1,18,3,5,1,1,1,1,1,5,1,2,2,2,4,1,1,1,1,5,5,5,5,4,5,1
1,19,4,4,3,4,3,2,2,3,1,2,3,2,3,1,2,2,2,2,3,1,4,5,3,1
1,19,3,2,1,2,3,3,4,1,2,3,2,5,1,2,1,5,5,5,1,2,1,2,2,1
0,19,1,1,1,5,3,5,1,1,1,1,1,5,1,3,1,2,1,1,2,1,1,4,2,2
0,19,5,5,2,4,4,4,4,2,3,1,1,1,1,5,4,1,1,5,1,2,5,5,2,1
0,19,2,3,2,2,2,1,3,1,3,1,4,3,2,1,2,5,4,3,1,4,4,2,2,1
0,18,1,1,1,5,3,1,3,5,4,2,1,3,4,3,3,3,4,4,1,2,1,4,3,1
0,21,1,1,2,2,3,3,3,5,4,3,1,2,2,3,2,4,3,3,2,2,5,4,1,1
1,18,5,5,3,1,4,3,3,2,1,1,1,2,5,1,1,1,1,2,1,1,5,1,2,1
0,18,1,1,1,1,1,1,1,1,2,2,2,1,3,2,1,2,3,2,1,2,1,1,2,2
1,19,3,4,3,3,2,2,3,5,3,1,2,3,5,2,1,3,2,4,1,2,2,3,1,1
0,18,2,2,1,4,1,1,1,2,3,1,3,1,1,2,2,2,2,1,5,1,1,5,2,1
1,19,3,2,4,3,2,3,1,2,2,1,3,2,2,1,3,2,1,1,1,5,5,4,4,1
1,19,2,2,3,2,2,1,1,1,1,1,2,3,3,1,2,3,1,3,5,5,2,4,2,1
1,21,2,1,1,1,1,1,1,2,1,3,4,5,4,2,3,3,3,2,2,2,2,3,2,1
0,21,2,3,4,1,2,3,3,2,3,3,3,3,1,1,1,2,5,2,3,2,3,4,2,1
0,20,3,2,1,5,3,5,1,1,2,3,2,3,3,4,4,4,2,4,4,3,1,5,1,1
0,19,2,2,3,3,4,1,3,1,2,2,3,2,2,3,1,2,3,2,4,4,3,3,4,1
1,19,4,5,4,4,3,1,1,1,5,1,2,2,2,4,1,1,1,1,5,5,1,2,2,1
0,36,3,2,2,3,3,3,3,5,5,1,2,1,3,3,3,3,4,4,1,4,1,3,3,1
0,19,3,4,5,2,1,1,2,4,3,2,1,3,1,3,2,2,1,1,2,2,2,4,4,1
0,19,3,2,2,5,4,3,1,4,3,2,2,4,1,1,1,2,3,2,1,1,2,5,3,1
0,19,1,1,4,1,2,3,2,3,4,3,2,3,2,3,3,2,1,1,1,1,1,1,1,1
0,20,3,3,4,4,4,2,1,3,2,1,2,2,2,2,1,4,3,1,2,1,1,1,4,1
1,19,1,1,1,1,1,1,3,2,3,1,2,3,2,4,3,3,2,4,2,2,3,4,4,1
0,20,1,1,2,1,2,4,3,3,3,3,3,1,2,3,2,3,2,1,1,1,4,4,3,1
